period_start_ins,period_end_ins,component,power,time
100011090,100115600,core-alu,0.598514,9776.0
100115600,100221707,core-alu,0.599768,9792.0
100221707,100328715,core-alu,0.601704,9808.0
100328715,100434581,core-alu,0.601076,9824.0
100434581,100540778,core-alu,0.599873,9840.0
100540778,100649340,core-alu,0.609009,9856.0
100649340,100758072,core-alu,0.609096,9872.0
100758072,100823639,core-alu,0.527661,9888.0
100823639,100878850,core-alu,0.503341,9904.0
100878850,100928385,core-alu,0.467495,9920.0
100928385,101066488,core-alu,0.443279,9936.0
101066488,101212161,core-alu,0.441484,9952.0
101212161,101354481,core-alu,0.442356,9968.0
101354481,101486050,core-alu,0.437421,9984.0
101486050,101580758,core-alu,0.457471,10000.0
101580758,101836118,core-alu,0.405378,10016.0
101836118,102091478,core-alu,0.405378,10032.0
102091478,102346838,core-alu,0.405378,10048.0
102346838,102602198,core-alu,0.405378,10064.0
102602198,102857558,core-alu,0.405378,10080.0
102857558,103112924,core-alu,0.405378,10096.0
103112924,103368284,core-alu,0.405378,10112.0
103368284,103623644,core-alu,0.405378,10128.0
103623644,103879004,core-alu,0.405378,10144.0
103879004,104134364,core-alu,0.405378,10160.0
104134364,104389724,core-alu,0.405378,10176.0
104389724,104645084,core-alu,0.405378,10192.0
104645084,104900444,core-alu,0.405378,10208.0
104900444,105155804,core-alu,0.405378,10224.0
105155804,105411164,core-alu,0.405378,10240.0
105411164,105666530,core-alu,0.405378,10256.0
105666530,105921890,core-alu,0.405378,10272.0
105921890,106177250,core-alu,0.405378,10288.0
106177250,106432610,core-alu,0.405378,10304.0
106432610,106687970,core-alu,0.405378,10320.0
106687970,106943330,core-alu,0.405378,10336.0
106943330,107198690,core-alu,0.405378,10352.0
107198690,107454050,core-alu,0.405378,10368.0
107454050,107709410,core-alu,0.405378,10384.0
107709410,107964770,core-alu,0.405378,10400.0
107964770,108220130,core-alu,0.405378,10416.0
108220130,108475496,core-alu,0.405378,10432.0
108475496,108730856,core-alu,0.405378,10448.0
108730856,108986216,core-alu,0.405378,10464.0
108986216,109241576,core-alu,0.405378,10480.0
109241576,109496936,core-alu,0.405378,10496.0
109496936,109752296,core-alu,0.405378,10512.0
109752296,110007656,core-alu,0.405378,10528.0
110007656,110263016,core-alu,0.405378,10544.0
110263016,110518376,core-alu,0.405378,10560.0
110518376,110773736,core-alu,0.405378,10576.0
110773736,111029102,core-alu,0.405378,10592.0
111029102,111284462,core-alu,0.405378,10608.0
111284462,111539822,core-alu,0.405378,10624.0
111539822,111795182,core-alu,0.405378,10640.0
111795182,112050542,core-alu,0.405378,10656.0
112050542,112305902,core-alu,0.405378,10672.0
112305902,112561262,core-alu,0.405378,10688.0
112561262,112816622,core-alu,0.405378,10704.0
112816622,113071982,core-alu,0.405378,10720.0
113071982,113327342,core-alu,0.405378,10736.0
113327342,113582702,core-alu,0.405378,10752.0
113582702,113838068,core-alu,0.405378,10768.0
113838068,114093428,core-alu,0.405378,10784.0
114093428,114348788,core-alu,0.405378,10800.0
114348788,114604148,core-alu,0.405378,10816.0
114604148,114859508,core-alu,0.405378,10832.0
114859508,115114868,core-alu,0.405378,10848.0
115114868,115370228,core-alu,0.405378,10864.0
115370228,115625588,core-alu,0.405378,10880.0
115625588,115880948,core-alu,0.405378,10896.0
115880948,116136308,core-alu,0.405378,10912.0
116136308,116391674,core-alu,0.405378,10928.0
116391674,116647034,core-alu,0.405378,10944.0
116647034,116884293,core-alu,0.428391,10960.0
116884293,117139415,core-alu,0.405378,10976.0
117139415,117394775,core-alu,0.405378,10992.0
117394775,117641570,core-alu,0.424363,11008.0
117641570,117896930,core-alu,0.405378,11024.0
117896930,118152290,core-alu,0.405378,11040.0
118152290,118407650,core-alu,0.405378,11056.0
118407650,118663010,core-alu,0.405378,11072.0
118663010,118918376,core-alu,0.405378,11088.0
118918376,119173736,core-alu,0.405378,11104.0
119173736,119429096,core-alu,0.405378,11120.0
119429096,119684456,core-alu,0.405378,11136.0
119684456,119939816,core-alu,0.405378,11152.0
119939816,120195176,core-alu,0.405378,11168.0
120195176,120450536,core-alu,0.405378,11184.0
120450536,120705896,core-alu,0.405378,11200.0
120705896,120961256,core-alu,0.405378,11216.0
120961256,121216616,core-alu,0.405378,11232.0
121216616,121471976,core-alu,0.405378,11248.0
121471976,121727342,core-alu,0.405378,11264.0
121727342,121982702,core-alu,0.405378,11280.0
121982702,122238062,core-alu,0.405378,11296.0
122238062,122493422,core-alu,0.405378,11312.0
122493422,122748782,core-alu,0.405378,11328.0
122748782,123004142,core-alu,0.405378,11344.0
123004142,123259502,core-alu,0.405378,11360.0
123259502,123514862,core-alu,0.405378,11376.0
123514862,123770222,core-alu,0.405378,11392.0
123770222,124025582,core-alu,0.405378,11408.0
124025582,124280948,core-alu,0.405378,11424.0
124280948,124536308,core-alu,0.405378,11440.0
124536308,124791668,core-alu,0.405378,11456.0
124791668,125047028,core-alu,0.405378,11472.0
125047028,125302388,core-alu,0.405378,11488.0
125302388,125557748,core-alu,0.405378,11504.0
125557748,125813108,core-alu,0.405378,11520.0
125813108,126068468,core-alu,0.405378,11536.0
126068468,126323828,core-alu,0.405378,11552.0
126323828,126579188,core-alu,0.405378,11568.0
126579188,126834548,core-alu,0.405378,11584.0
126834548,127089914,core-alu,0.405378,11600.0
127089914,127345274,core-alu,0.405378,11616.0
127345274,127600634,core-alu,0.405378,11632.0
127600634,127855994,core-alu,0.405378,11648.0
127855994,128111354,core-alu,0.405378,11664.0
128111354,128366714,core-alu,0.405378,11680.0
128366714,128622074,core-alu,0.405378,11696.0
128622074,128877434,core-alu,0.405378,11712.0
128877434,129132794,core-alu,0.405378,11728.0
129132794,129388154,core-alu,0.405378,11744.0
129388154,129643520,core-alu,0.405378,11760.0
129643520,129898880,core-alu,0.405378,11776.0
129898880,130154240,core-alu,0.405378,11792.0
130154240,130409600,core-alu,0.405378,11808.0
130409600,130664960,core-alu,0.405378,11824.0
130664960,130920320,core-alu,0.405378,11840.0
130920320,131175680,core-alu,0.405378,11856.0
131175680,131431040,core-alu,0.405378,11872.0
131431040,131686400,core-alu,0.405378,11888.0
131686400,131941760,core-alu,0.405378,11904.0
131941760,132197126,core-alu,0.405378,11920.0
132197126,132452486,core-alu,0.405378,11936.0
132452486,132707846,core-alu,0.405378,11952.0
132707846,132963191,core-alu,0.405378,11968.0
132963191,133218551,core-alu,0.405378,11984.0
133218551,133470963,core-alu,0.410817,12000.0
133470963,133726323,core-alu,0.405378,12016.0
133726323,133981683,core-alu,0.405378,12032.0
133981683,134237043,core-alu,0.405378,12048.0
134237043,134492403,core-alu,0.405378,12064.0
134492403,134747763,core-alu,0.405378,12080.0
134747763,135003129,core-alu,0.405378,12096.0
135003129,135258489,core-alu,0.405378,12112.0
135258489,135513849,core-alu,0.405378,12128.0
135513849,135769209,core-alu,0.405378,12144.0
135769209,136024569,core-alu,0.405378,12160.0
136024569,136279929,core-alu,0.405378,12176.0
136279929,136535289,core-alu,0.405378,12192.0
136535289,136790649,core-alu,0.405378,12208.0
136790649,137046009,core-alu,0.405378,12224.0
137046009,137301369,core-alu,0.405378,12240.0
137301369,137556735,core-alu,0.405378,12256.0
137556735,137812095,core-alu,0.405378,12272.0
137812095,138067455,core-alu,0.405378,12288.0
138067455,138322815,core-alu,0.405378,12304.0
138322815,138578175,core-alu,0.405378,12320.0
138578175,138833535,core-alu,0.405378,12336.0
138833535,139088895,core-alu,0.405378,12352.0
139088895,139344255,core-alu,0.405378,12368.0
139344255,139599615,core-alu,0.405378,12384.0
139599615,139854975,core-alu,0.405378,12400.0
139854975,140110335,core-alu,0.405378,12416.0
140110335,140365701,core-alu,0.405378,12432.0
140365701,140621061,core-alu,0.405378,12448.0
140621061,140876421,core-alu,0.405378,12464.0
140876421,141131781,core-alu,0.405378,12480.0
141131781,141387141,core-alu,0.405378,12496.0
141387141,141642501,core-alu,0.405378,12512.0
141642501,141897861,core-alu,0.405378,12528.0
141897861,142153221,core-alu,0.405378,12544.0
142153221,142408581,core-alu,0.405378,12560.0
142408581,142663941,core-alu,0.405378,12576.0
142663941,142919307,core-alu,0.405378,12592.0
142919307,143174667,core-alu,0.405378,12608.0
143174667,143430027,core-alu,0.405378,12624.0
143430027,143685387,core-alu,0.405378,12640.0
143685387,143940747,core-alu,0.405378,12656.0
143940747,144196107,core-alu,0.405378,12672.0
144196107,144451467,core-alu,0.405378,12688.0
144451467,144706827,core-alu,0.405378,12704.0
144706827,144962187,core-alu,0.405378,12720.0
144962187,145217547,core-alu,0.405378,12736.0
145217547,145472913,core-alu,0.405378,12752.0
145472913,145728273,core-alu,0.405378,12768.0
145728273,145983633,core-alu,0.405378,12784.0
145983633,146238993,core-alu,0.405378,12800.0
146238993,146494353,core-alu,0.405378,12816.0
146494353,146749713,core-alu,0.405378,12832.0
146749713,147005073,core-alu,0.405378,12848.0
147005073,147260433,core-alu,0.405378,12864.0
147260433,147515793,core-alu,0.405378,12880.0
147515793,147771153,core-alu,0.405378,12896.0
147771153,148026513,core-alu,0.405378,12912.0
148026513,148281879,core-alu,0.405378,12928.0
148281879,148537239,core-alu,0.405378,12944.0
148537239,148764080,core-alu,0.409282,12960.0
148764080,148864423,core-alu,0.581446,12976.0
148864423,148966835,core-alu,0.595132,12992.0
148966835,149070570,core-alu,0.595096,13008.0
149070570,149176700,core-alu,0.600257,13024.0
149176700,149283096,core-alu,0.600519,13040.0
149283096,149388568,core-alu,0.598269,13056.0
149388568,149490338,core-alu,0.595602,13072.0
149490338,149595264,core-alu,0.598879,13088.0
149595264,149699705,core-alu,0.599437,13104.0
149699705,149804107,core-alu,0.599264,13120.0
149804107,149907376,core-alu,0.599159,13136.0
149907376,150008465,core-alu,0.597799,13152.0
150008465,150111723,core-alu,0.599142,13168.0
150111723,150217683,core-alu,0.601181,13184.0
150217683,150321756,core-alu,0.599281,13200.0
150321756,150427633,core-alu,0.601216,13216.0
150427633,150535198,core-alu,0.602454,13232.0
150535198,150642004,core-alu,0.601931,13248.0
150642004,150747980,core-alu,0.600989,13264.0
150747980,150851245,core-alu,0.599752,13280.0
150851245,150954405,core-alu,0.599595,13296.0
150954405,151057067,core-alu,0.598827,13312.0
151057067,151162775,core-alu,0.600239,13328.0
151162775,151267876,core-alu,0.600187,13344.0
151267876,151373216,core-alu,0.600972,13360.0
151373216,151480415,core-alu,0.603134,13376.0
151480415,151585065,core-alu,0.601042,13392.0
151585065,151692061,core-alu,0.60153,13408.0
151692061,151798131,core-alu,0.601094,13424.0
151798131,151901723,core-alu,0.599228,13440.0
151901723,152006940,core-alu,0.600798,13456.0
152006940,152113176,core-alu,0.601896,13472.0
152113176,152218050,core-alu,0.600693,13488.0
152218050,152324998,core-alu,0.601949,13504.0
152324998,152430251,core-alu,0.60064,13520.0
152430251,152534319,core-alu,0.598688,13536.0
152534319,152639164,core-alu,0.600345,13552.0
152639164,152743350,core-alu,0.600083,13568.0
152743350,152847468,core-alu,0.599141,13584.0
152847468,152950998,core-alu,0.599333,13600.0
152950998,153055091,core-alu,0.600274,13616.0
153055091,153161376,core-alu,0.601739,13632.0
153161376,153264922,core-alu,0.599821,13648.0
153264922,153369273,core-alu,0.599804,13664.0
153369273,153474100,core-alu,0.600414,13680.0
153474100,153579480,core-alu,0.600902,13696.0
153579480,153685954,core-alu,0.602174,13712.0
153685954,153791784,core-alu,0.601564,13728.0
153791784,153897218,core-alu,0.601425,13744.0
153897218,154000867,core-alu,0.599752,13760.0
154000867,154105039,core-alu,0.600361,13776.0
154105039,154207938,core-alu,0.599071,13792.0
154207938,154311368,core-alu,0.598985,13808.0
154311368,154415552,core-alu,0.600675,13824.0
154415552,154520083,core-alu,0.600519,13840.0
154520083,154624108,core-alu,0.600187,13856.0
154624108,154727795,core-alu,0.599386,13872.0
154727795,154829965,core-alu,0.598026,13888.0
154829965,154934540,core-alu,0.599246,13904.0
154934540,155040546,core-alu,0.600902,13920.0
155040546,155145888,core-alu,0.601042,13936.0
155145888,155250328,core-alu,0.599891,13952.0
155250328,155357349,core-alu,0.556532,13968.0
155357349,155458789,core-alu,0.59426,13984.0
155458789,155560545,core-alu,0.595742,14000.0
155560545,155664170,core-alu,0.598845,14016.0
155664170,155765652,core-alu,0.595777,14032.0
155765652,155869182,core-alu,0.597206,14048.0
155869182,155972791,core-alu,0.599403,14064.0
155972791,156076996,core-alu,0.600606,14080.0
156076996,156180763,core-alu,0.598392,14096.0
156180763,156284787,core-alu,0.599403,14112.0
156284787,156391130,core-alu,0.601146,14128.0
156391130,156496381,core-alu,0.601164,14144.0
156496381,156598911,core-alu,0.597346,14160.0
156598911,156702087,core-alu,0.599246,14176.0
156702087,156805161,core-alu,0.598566,14192.0
156805161,156909897,core-alu,0.599909,14208.0
156909897,157013872,core-alu,0.599629,14224.0
157013872,157116652,core-alu,0.598322,14240.0
157116652,157219840,core-alu,0.598688,14256.0
157219840,157323046,core-alu,0.599386,14272.0
157323046,157428533,core-alu,0.600762,14288.0
157428533,157532413,core-alu,0.599891,14304.0
157532413,157636145,core-alu,0.599734,14320.0
157636145,157740493,core-alu,0.600327,14336.0
157740493,157843397,core-alu,0.599316,14352.0
157843397,157947473,core-alu,0.599333,14368.0
157947473,158051041,core-alu,0.599559,14384.0
158051041,158156295,core-alu,0.600361,14400.0
158156295,158261968,core-alu,0.600798,14416.0
158261968,158367283,core-alu,0.601129,14432.0
158367283,158472682,core-alu,0.60064,14448.0
158472682,158578832,core-alu,0.601774,14464.0
158578832,158684606,core-alu,0.600867,14480.0
158684606,158788787,core-alu,0.599194,14496.0
158788787,158893790,core-alu,0.600152,14512.0
158893790,159000158,core-alu,0.601216,14528.0
159000158,159105793,core-alu,0.600711,14544.0
159105793,159213618,core-alu,0.602855,14560.0
159213618,159319790,core-alu,0.60071,14576.0
159319790,159425513,core-alu,0.600763,14592.0
159425513,159530762,core-alu,0.600693,14608.0
159530762,159636566,core-alu,0.600589,14624.0
159636566,159745184,core-alu,0.603465,14640.0
159745184,159853004,core-alu,0.602925,14656.0
159853004,159959934,core-alu,0.601983,14672.0
159959934,160067438,core-alu,0.602716,14688.0
160067438,160175394,core-alu,0.602629,14704.0
160175394,160281708,core-alu,0.601582,14720.0
160281708,160388893,core-alu,0.601948,14736.0
160388893,160494702,core-alu,0.601425,14752.0
160494702,160600236,core-alu,0.600135,14768.0
160600236,160706723,core-alu,0.60139,14784.0
160706723,160814276,core-alu,0.601914,14800.0
160814276,160922129,core-alu,0.602855,14816.0
160922129,161028596,core-alu,0.601007,14832.0
161028596,161136195,core-alu,0.600658,14848.0
161136195,161244905,core-alu,0.601181,14864.0
161244905,161346716,core-alu,0.595985,14880.0
161346716,161449520,core-alu,0.598322,14896.0
161449520,161554956,core-alu,0.59928,14912.0
161554956,161661244,core-alu,0.599961,14928.0
161661244,161769002,core-alu,0.602001,14944.0
161769002,161874419,core-alu,0.600606,14960.0
161874419,161980766,core-alu,0.600658,14976.0
161980766,162093482,core-alu,0.620027,14992.0
162093482,162186912,core-alu,0.578325,15008.0
162186912,162241575,core-alu,0.502905,15024.0
162241575,162300530,core-alu,0.478461,15040.0
162300530,162369312,core-alu,0.421836,15056.0
162369312,162433496,core-alu,0.422951,15072.0
162433496,162548943,core-alu,0.439967,15088.0
162548943,162694281,core-alu,0.442198,15104.0
162694281,162806676,core-alu,0.433969,15120.0
162806676,162878142,core-alu,0.422742,15136.0
162878142,163045698,core-alu,0.448632,15152.0
163045698,163301058,core-alu,0.405378,15168.0
163301058,163556418,core-alu,0.405378,15184.0
163556418,163811778,core-alu,0.405378,15200.0
163811778,164067138,core-alu,0.405378,15216.0
164067138,164322498,core-alu,0.405378,15232.0
164322498,164577858,core-alu,0.405378,15248.0
164577858,164833224,core-alu,0.405378,15264.0
164833224,165088584,core-alu,0.405378,15280.0
165088584,165343944,core-alu,0.405378,15296.0
165343944,165599304,core-alu,0.405378,15312.0
165599304,165854664,core-alu,0.405378,15328.0
165854664,166110024,core-alu,0.405378,15344.0
166110024,166365384,core-alu,0.405378,15360.0
166365384,166620744,core-alu,0.405378,15376.0
166620744,166876104,core-alu,0.405378,15392.0
166876104,167131464,core-alu,0.405378,15408.0
167131464,167386830,core-alu,0.405378,15424.0
167386830,167642190,core-alu,0.405378,15440.0
167642190,167897550,core-alu,0.405378,15456.0
167897550,168152910,core-alu,0.405378,15472.0
168152910,168408270,core-alu,0.405378,15488.0
168408270,168663630,core-alu,0.405378,15504.0
168663630,168918990,core-alu,0.405378,15520.0
168918990,169174350,core-alu,0.405378,15536.0
169174350,169429710,core-alu,0.405378,15552.0
169429710,169685070,core-alu,0.405378,15568.0
169685070,169940436,core-alu,0.405378,15584.0
169940436,170195796,core-alu,0.405378,15600.0
170195796,170451156,core-alu,0.405378,15616.0
170451156,170706516,core-alu,0.405378,15632.0
170706516,170961876,core-alu,0.405378,15648.0
170961876,171217236,core-alu,0.405378,15664.0
171217236,171472596,core-alu,0.405378,15680.0
171472596,171727956,core-alu,0.405378,15696.0
171727956,171983316,core-alu,0.405378,15712.0
171983316,172238676,core-alu,0.405378,15728.0
172238676,172494036,core-alu,0.405378,15744.0
172494036,172749402,core-alu,0.405378,15760.0
172749402,173004762,core-alu,0.405378,15776.0
173004762,173260122,core-alu,0.405378,15792.0
173260122,173515482,core-alu,0.405378,15808.0
173515482,173770842,core-alu,0.405378,15824.0
173770842,174026202,core-alu,0.405378,15840.0
174026202,174281562,core-alu,0.405378,15856.0
174281562,174536922,core-alu,0.405378,15872.0
174536922,174792282,core-alu,0.405378,15888.0
174792282,175047642,core-alu,0.405378,15904.0
175047642,175303008,core-alu,0.405378,15920.0
175303008,175558368,core-alu,0.405378,15936.0
175558368,175813728,core-alu,0.405378,15952.0
175813728,176069088,core-alu,0.405378,15968.0
176069088,176324448,core-alu,0.405378,15984.0
176324448,176579808,core-alu,0.405378,16000.0
176579808,176835168,core-alu,0.405378,16016.0
176835168,177090528,core-alu,0.405378,16032.0
177090528,177345888,core-alu,0.405378,16048.0
177345888,177601248,core-alu,0.405378,16064.0
177601248,177856608,core-alu,0.405378,16080.0
